,race,gender,date,zip,income,type,interest,term,principal,approved,adj_bls_2,id
2124,white,male,2017-05-01,60626,22944,auto,8.349039824690754,72,8474,False,0.91,AP20175-2-61
2125,other,female,2015-10-01,60611,59476,home,3.365074920106259,360,539478,True,0.12,AP201510-1-63
2126,black,female,2015-08-01,60637,31701,personal,5.274215620394052,60,3062,False,0.14,AP20158-1-73
2127,hispanic/latino,female,2018-01-01,60625,74372,home,6.391382526151364,360,644891,True,1.41,AP20181-2-90
2128,white,female,2018-08-01,60614,6455,personal,11.249999524954683,18,767,False,1.91,AP20188-3-21
2129,white,male,2016-06-01,60626,74749,personal,14.399377620959346,12,482,False,0.38,AP20166-3-15
2130,black,female,2018-05-01,60615,20970,personal,9.605180235127836,60,3198,False,1.7,AP20185-3-32
2131,other,male,2017-02-01,60611,84225,auto,6.748439716285732,84,24582,True,0.66,AP20172-1-55
2132,black,male,2013-03-01,60615,9389,personal,1.5723713012290346,18,1998,False,0.14,AP20133-2-4
2133,asian,female,2015-08-01,60625,97106,home,3.5167767114600323,360,660149,True,0.14,AP20158-3-76
2134,white,male,2017-06-01,60625,63235,home,6.040895615886565,360,387040,True,1.04,AP20176-2-8
2135,white,male,2014-11-01,60625,14338,home,2.382788456039131,360,101988,False,0.09,AP201411-0-9
2136,black,female,2017-01-01,60615,60678,home,4.339300139838647,180,429904,False,0.65,AP20171-0-71
2137,black,male,2018-09-01,60615,20312,auto,7.232866254056069,72,23483,False,1.95,AP20189-3-98
2138,hispanic/latino,female,2017-09-01,60615,34908,auto,5.3124027675092425,60,13099,False,1.15,AP20179-2-71
2139,white,female,2012-06-01,60611,86338,home,5.237666389686641,360,717945,True,0.16,AP20126-2-40
2140,black,female,2015-11-01,60615,66122,home,4.44352870786727,360,551014,False,0.12,AP201511-3-95
2141,white,female,2015-07-01,60614,75017,home,1.8311126907616293,180,486082,False,0.13,AP20157-3-16
2142,black,male,2013-12-01,60626,103563,home,3.9494056065021512,360,715493,True,0.09,AP201312-1-50
2143,asian,male,2018-03-01,60611,114243,auto,6.398124515481753,60,48032,True,1.51,AP20183-1-86
2144,asian,male,2017-08-01,60611,103221,home,6.172353890453654,240,838354,False,1.16,AP20178-2-4
2145,hispanic/latino,male,2018-02-01,60625,132820,auto,7.904630959240113,84,87955,True,1.42,AP20182-1-37
2146,black,male,2014-02-01,60623,60514,home,4.366638607826523,360,469671,False,0.07,AP20142-0-77
2147,white,female,2015-07-01,60614,24508,home,3.438067312385688,360,206623,True,0.13,AP20157-0-31
2148,black,female,2013-04-01,60623,22584,home,0.159850287050031,360,189069,False,0.15,AP20134-3-93
2149,other,female,2015-05-01,60637,73997,home,0.4824566242539631,360,397384,False,0.12,AP20155-2-91
2150,white,female,2011-01-01,60625,107552,auto,3.593040813391827,72,59813,True,0.17,AP20111-1-12
2151,hispanic/latino,male,2012-07-01,60625,6979,auto,4.956366604440256,84,16099,True,0.16,AP20127-3-54
2152,hispanic/latino,male,2012-08-01,60625,76138,home,4.897513261484035,360,566058,True,0.13,AP20128-0-74
2153,white,male,2016-12-01,60614,59560,home,2.3147048379776933,360,308030,True,0.54,AP201612-3-13
2154,black,female,2014-12-01,60623,8766,auto,6.947695737535385,84,13076,False,0.12,AP201412-3-49
2155,black,female,2013-02-01,60637,76439,home,0.22233308980313424,240,655169,False,0.15,AP20132-1-0
2156,black,male,2016-05-01,60625,70483,personal,11.469767966269963,12,4907,False,0.37,AP20165-2-99
2157,white,male,2017-11-01,60614,29269,auto,5.602566147313163,72,9035,True,1.16,AP201711-2-84
2158,white,female,2018-06-01,60626,2052,auto,6.887465145202798,60,16814,False,1.82,AP20186-2-21
2159,asian,male,2016-09-01,60637,73609,home,1.5668822258989876,180,419019,False,0.4,AP20169-2-33
2160,asian,male,2017-09-01,60625,117539,home,7.907586153240439,240,802580,True,1.15,AP20179-0-1
2161,hispanic/latino,male,2018-07-01,60623,40081,auto,7.473623571762465,72,14363,False,1.91,AP20187-2-14
2162,asian,female,2016-02-01,60615,32672,auto,4.644374161016295,72,13869,False,0.38,AP20162-1-19
2163,black,female,2012-02-01,60623,34706,home,2.0094791938454266,360,257621,False,0.1,AP20122-1-24
2164,hispanic/latino,female,2018-09-01,60625,72066,personal,12.004242878101756,12,6392,False,1.95,AP20189-1-71
2165,white,male,2014-07-01,60637,8345,personal,20.964236537862472,48,1147,False,0.09,AP20147-0-62
2166,black,male,2016-04-01,60615,21926,auto,6.199947481191324,60,11380,False,0.37,AP20164-2-66
2167,black,female,2018-06-01,60615,32699,auto,6.896967528645618,72,5310,False,1.82,AP20186-1-64
2168,black,female,2013-07-01,60626,23410,home,4.920017189483396,240,154532,False,0.09,AP20137-1-26
2169,black,male,2018-10-01,60623,32173,home,7.4964650181133905,240,246830,False,2.19,AP201810-0-90
2170,hispanic/latino,female,2015-09-01,60623,21858,home,2.1294402735411353,300,175084,False,0.14,AP20159-0-88
2171,white,female,2013-03-01,60637,28219,home,3.257729720342965,240,220043,False,0.14,AP20133-1-35
2172,white,female,2013-03-01,60614,69789,home,3.485612418754897,360,459387,True,0.14,AP20133-0-71
2173,hispanic/latino,female,2015-10-01,60623,55074,auto,3.7538304346443043,72,979,False,0.12,AP201510-1-26
2174,white,male,2018-08-01,60625,48291,auto,8.039998477145767,72,16999,True,1.91,AP20188-0-83
2175,hispanic/latino,male,2017-07-01,60623,57956,home,2.4282245552171076,180,437783,False,1.15,AP20177-1-51
2176,hispanic/latino,male,2011-10-01,60623,44127,home,3.8882216642778986,300,257938,False,0.07,AP201110-0-29
2177,hispanic/latino,female,2017-01-01,60626,12660,auto,4.576615180612945,84,19465,False,0.65,AP20171-2-17
2178,white,male,2016-11-01,60625,71308,home,6.348086134911833,360,519716,True,0.41,AP201611-0-3
2179,black,male,2018-04-01,60637,47364,personal,12.34429574876448,60,6502,True,1.69,AP20184-3-57
2180,other,male,2012-07-01,60614,160840,auto,5.782040795715202,84,134065,True,0.16,AP20127-2-28
2181,white,female,2018-10-01,60626,33589,auto,7.69209833944541,72,9136,False,2.19,AP201810-3-31
2182,hispanic/latino,male,2012-04-01,60623,16814,home,3.6265991162611564,300,102967,False,0.14,AP20124-3-61
2183,black,male,2013-09-01,60615,122103,home,4.207273558056944,240,812984,False,0.08,AP20139-2-8
2184,hispanic/latino,male,2017-11-01,60615,80774,personal,2.861268411782426,24,37952,True,1.16,AP201711-3-39
2185,white,male,2011-06-01,60625,36982,auto,3.367009307399014,72,33488,True,0.09,AP20116-3-53
2186,white,male,2012-02-01,60611,7566,personal,8.185949429748284,12,1415,False,0.1,AP20122-3-72
2187,white,female,2013-11-01,60611,99017,personal,11.155947766574059,12,23361,True,0.08,AP201311-1-86
2188,white,female,2018-06-01,60626,44458,home,4.955692081135267,360,340543,False,1.82,AP20186-1-32
2189,white,female,2012-08-01,60614,88513,auto,6.012707359587715,84,67733,True,0.13,AP20128-2-69
2190,other,female,2015-12-01,60626,39971,personal,1.8531889369931187,48,1728,False,0.24,AP201512-1-21
2191,white,male,2013-02-01,60626,24975,auto,5.072489157506477,84,6802,False,0.15,AP20132-3-19
2192,hispanic/latino,male,2018-06-01,60623,8583,personal,24.408592943927896,60,1475,False,1.82,AP20186-0-81
2193,other,male,2015-04-01,60614,90964,auto,5.039461656607617,72,11384,True,0.12,AP20154-1-71
2194,black,female,2016-11-01,60637,26274,personal,2.759441657606465,24,16453,False,0.41,AP201611-3-70
2195,hispanic/latino,male,2015-08-01,60625,130126,auto,3.965722325767694,72,68916,True,0.14,AP20158-0-89
2196,hispanic/latino,male,2017-07-01,60623,18790,home,1.6715270480845712,240,143941,False,1.15,AP20177-0-18
2197,other,female,2016-10-01,60611,29209,auto,5.23846020431279,60,20670,True,0.4,AP201610-3-54
2198,white,female,2017-06-01,60626,35641,auto,6.708743429788528,72,12887,False,1.04,AP20176-1-14
2199,white,female,2017-09-01,60625,53415,auto,6.291224518275159,72,72389,True,1.15,AP20179-2-61
2200,other,male,2014-01-01,60623,24152,home,4.102616179241969,360,200412,False,0.07,AP20141-3-94
2201,black,male,2016-06-01,60637,40924,auto,4.480593816945059,60,1720,False,0.38,AP20166-0-46
2202,asian,male,2016-04-01,60626,116236,auto,4.955357634686806,72,102496,False,0.37,AP20164-0-92
2203,black,male,2013-02-01,60637,51656,home,6.865225676442218,180,465244,False,0.15,AP20132-2-24
2204,white,female,2014-01-01,60625,11330,personal,7.040360705943904,18,486,False,0.07,AP20141-0-12
2205,white,female,2016-07-01,60611,87387,home,6.244090915588948,180,606990,False,0.39,AP20167-2-42
2206,black,female,2012-01-01,60615,70812,auto,6.592391090624167,72,70621,False,0.08,AP20121-3-40
2207,hispanic/latino,female,2011-05-01,60625,8047,auto,5.425593355970441,84,16314,True,0.09,AP20115-1-31
2208,white,female,2018-03-01,60623,62642,auto,4.569566681571422,72,6053,False,1.51,AP20183-2-15
2209,asian,female,2014-04-01,60614,116274,home,1.6085631729157732,300,767626,True,0.09,AP20144-3-96
2210,black,female,2018-04-01,60623,20245,auto,4.970236137719887,72,1029,False,1.69,AP20184-3-92
2211,white,male,2012-12-01,60614,134487,home,6.548728617261549,180,989565,False,0.16,AP201212-0-93
2212,hispanic/latino,male,2017-02-01,60623,56492,auto,6.988042869816513,72,9829,False,0.66,AP20172-0-8
2213,black,male,2011-12-01,60623,46563,home,1.3239808755917275,360,325539,False,0.07,AP201112-3-44
2214,black,male,2017-02-01,60625,113049,home,6.131117847359544,360,844134,True,0.66,AP20172-0-92
2215,black,female,2016-10-01,60615,42944,personal,17.523243532915707,48,9027,True,0.4,AP201610-3-9
2216,white,female,2016-11-01,60615,110579,auto,5.250314425370774,72,4070,False,0.41,AP201611-1-10
2217,other,male,2016-05-01,60614,75756,personal,17.19545803042928,60,33130,True,0.37,AP20165-2-71
2218,black,female,2016-03-01,60626,52979,auto,6.4610886040148605,72,87008,False,0.36,AP20163-3-25
2219,hispanic/latino,male,2013-07-01,60623,6400,home,3.5105057993808098,240,40589,False,0.09,AP20137-0-33
2220,black,female,2014-05-01,60637,9812,auto,4.737319075919787,72,8164,False,0.09,AP20145-0-73
2221,white,female,2017-03-01,60625,76883,auto,6.633087118806284,84,65309,True,0.79,AP20173-2-48
2222,other,female,2014-02-01,60623,20727,auto,5.539160137727385,84,3557,False,0.07,AP20142-1-53
2223,hispanic/latino,female,2014-10-01,60623,31781,personal,17.935382667340814,18,3803,False,0.09,AP201410-1-97
2224,hispanic/latino,female,2016-09-01,60623,31632,home,1.3802066982690153,180,190169,False,0.4,AP20169-3-27
2225,hispanic/latino,male,2012-02-01,60626,16790,personal,9.45454861351193,60,9367,True,0.1,AP20122-1-3
2226,white,female,2014-03-01,60611,23434,personal,15.570298882541396,18,6244,False,0.08,AP20143-3-40
2227,black,male,2013-09-01,60626,867,auto,5.27527262206573,60,14471,False,0.08,AP20139-1-91
2228,hispanic/latino,non-binary,2015-02-01,60625,162229,home,3.0823380664678655,360,738828,True,0.11,AP20152-3-57
2229,white,female,2014-02-01,60625,58251,home,6.703832117289507,180,506650,False,0.07,AP20142-2-23
2230,white,male,2016-03-01,60626,10325,personal,21.57257361293724,48,2009,False,0.36,AP20163-1-12
2231,hispanic/latino,male,2012-08-01,60623,10965,auto,6.1670526044973935,72,18392,False,0.13,AP20128-0-16
2232,white,male,2017-06-01,60611,87871,personal,2.8548019911821383,18,6915,False,1.04,AP20176-0-70
2233,black,male,2011-10-01,60637,46186,personal,9.305631606499574,60,581,False,0.07,AP201110-1-83
2234,white,male,2018-05-01,60614,11122,home,6.009642634983623,240,69788,False,1.7,AP20185-3-50
2235,hispanic/latino,male,2018-03-01,60623,15743,personal,16.740570032935125,24,2796,False,1.51,AP20183-1-48
2236,black,male,2011-04-01,60637,8542,home,2.6250325307019255,360,57294,False,0.1,AP20114-3-18
2237,asian,male,2018-03-01,60625,98672,home,5.477909482722856,360,657875,True,1.51,AP20183-3-48
2238,hispanic/latino,female,2018-05-01,60625,37675,auto,6.857381206874222,72,24697,True,1.7,AP20185-0-34
2239,black,male,2011-03-01,60615,37986,home,3.660811755278796,360,251599,False,0.14,AP20113-2-32
2240,hispanic/latino,female,2013-01-01,60625,62538,home,5.549473994289448,360,395977,True,0.14,AP20131-0-77
2241,white,male,2015-09-01,60615,6597,personal,22.231967424599176,24,1737,False,0.14,AP20159-2-20
2242,black,female,2011-08-01,60614,85873,personal,8.593908425676691,18,53240,True,0.1,AP20118-0-75
2243,other,female,2017-03-01,60626,96661,auto,3.5566217056928995,72,36090,False,0.79,AP20173-3-37
2244,white,female,2018-01-01,60626,3912,personal,2.7123605995055637,60,1011,False,1.41,AP20181-0-7
2245,other,male,2011-12-01,60626,6057,personal,7.430148003767232,12,1678,False,0.07,AP201112-2-69
2246,other,male,2014-03-01,60614,90469,personal,6.866519731895184,12,4687,False,0.08,AP20143-3-54
2247,black,male,2016-05-01,60615,53823,auto,5.991273977439877,84,53626,False,0.37,AP20165-3-31
2248,black,male,2015-10-01,60637,24356,auto,3.561537373527605,72,13396,False,0.12,AP201510-3-22
2249,black,female,2017-07-01,60623,12580,auto,5.844499079115636,84,9414,False,1.15,AP20177-0-53
2250,white,male,2016-11-01,60623,45511,auto,5.660604829973548,84,8580,False,0.41,AP201611-2-66
2251,white,female,2016-05-01,60614,196238,home,5.959808042304246,360,938095,True,0.37,AP20165-1-91
2252,black,female,2015-06-01,60637,46135,home,2.673341961941079,360,371446,False,0.13,AP20156-1-59
2253,white,male,2015-05-01,60614,143240,home,1.070200148788889,180,1064510,False,0.12,AP20155-3-69
2254,black,female,2015-09-01,60623,13772,auto,5.300208454269209,72,9424,False,0.14,AP20159-1-17
2255,white,male,2017-12-01,60626,47907,auto,3.5829144599422174,84,9105,False,1.3,AP201712-1-46
2256,white,female,2018-06-01,60611,57627,personal,11.246063795638612,18,11039,False,1.82,AP20186-0-66
2257,asian,male,2015-02-01,60625,74549,auto,6.1337509620501285,72,14849,True,0.11,AP20152-3-73
2258,white,male,2015-10-01,60626,8530,personal,15.906929692963802,48,992,False,0.12,AP201510-1-96
2259,black,female,2013-10-01,60637,14622,auto,3.7735858768456056,60,8476,False,0.09,AP201310-0-37
2260,hispanic/latino,female,2017-03-01,60623,5243,home,4.928637193400465,240,31212,False,0.79,AP20173-1-43
2261,black,male,2016-09-01,60615,29493,auto,7.011972120874448,60,2089,False,0.4,AP20169-1-78
2262,asian,male,2018-09-01,60611,201540,home,2.285079496899276,240,1308569,True,1.95,AP20189-3-56
2263,hispanic/latino,female,2016-09-01,60625,65088,auto,4.751555309266541,84,16720,True,0.4,AP20169-1-88
2264,other,male,2017-09-01,60614,158440,auto,6.340905791542815,84,25684,True,1.15,AP20179-3-96
2265,black,female,2018-04-01,60637,36329,personal,15.355019662617947,12,10344,False,1.69,AP20184-3-17
2266,black,male,2014-02-01,60623,8845,personal,5.788770234238672,48,6040,False,0.07,AP20142-0-28
2267,white,male,2011-12-01,60625,104546,home,2.5269254718838474,240,939517,False,0.07,AP201112-3-28
2268,hispanic/latino,male,2018-03-01,60614,135864,home,3.9588514915257136,360,1008347,True,1.51,AP20183-3-94
2269,white,male,2017-05-01,60614,132395,auto,6.283107914326958,60,41043,True,0.91,AP20175-2-25
2270,hispanic/latino,male,2015-04-01,60623,65192,auto,5.97903200421484,84,19698,True,0.12,AP20154-0-43
2271,white,female,2017-12-01,60614,572,personal,14.817560599898496,24,302,False,1.3,AP201712-0-15
2272,hispanic/latino,female,2015-03-01,60623,20580,personal,9.298746168161733,18,2235,False,0.11,AP20153-1-16
2273,black,female,2017-01-01,60623,8811,personal,12.743134351333035,24,3053,False,0.65,AP20171-2-90
2274,white,male,2014-12-01,60626,37275,auto,5.9439492446129405,72,19928,False,0.12,AP201412-1-45
2275,black,female,2013-11-01,60626,99460,home,1.3801439603463677,300,719270,False,0.08,AP201311-1-43
2276,hispanic/latino,female,2012-01-01,60625,53030,auto,3.139003096141658,72,56148,True,0.08,AP20121-2-60
2277,white,male,2013-08-01,60625,66269,home,2.3945700662799414,360,478398,True,0.08,AP20138-2-65
2278,black,male,2018-12-01,60623,13572,auto,9.169113021535978,84,20100,False,2.27,AP201812-2-5
2279,black,male,2013-05-01,60623,37509,home,3.006069656466845,180,240734,False,0.11,AP20135-2-35
2280,other,male,2017-11-01,60626,37226,auto,7.130423019628658,60,28443,False,1.16,AP201711-3-21
2281,black,female,2013-12-01,60615,81015,personal,6.744279752562544,60,17049,True,0.09,AP201312-1-81
2282,white,male,2012-08-01,60637,21022,auto,5.997985406628051,72,38525,False,0.13,AP20128-2-61
2283,hispanic/latino,female,2015-03-01,60623,39735,home,1.772579533694364,360,304977,False,0.11,AP20153-2-28
2284,hispanic/latino,female,2012-07-01,60614,123524,home,4.454418380749808,180,981545,False,0.16,AP20127-1-69
2285,black,male,2012-09-01,60625,72959,home,7.851302795975609,240,518397,True,0.14,AP20129-3-51
2286,white,female,2017-03-01,60611,97470,home,4.457836405421397,240,591832,True,0.79,AP20173-0-58
2287,other,female,2011-12-01,60623,45292,home,0.35634866037293084,240,282494,False,0.07,AP201112-1-49
2288,asian,female,2017-05-01,60637,7464,personal,5.711826602807794,48,2194,False,0.91,AP20175-2-91
2289,white,female,2013-01-01,60615,21207,auto,4.6520592062709385,72,11745,False,0.14,AP20131-1-64
2290,white,male,2016-05-01,60611,26426,personal,11.257718339357947,48,2714,False,0.37,AP20165-0-63
2291,black,male,2012-11-01,60623,24339,auto,5.219208758209482,72,19740,False,0.16,AP201211-1-79
2292,white,male,2016-12-01,60614,27855,personal,16.85939382612003,24,6442,True,0.54,AP201612-2-43
2293,hispanic/latino,female,2018-03-01,60623,4630,auto,6.180021010443111,72,17928,False,1.51,AP20183-3-54
2294,white,female,2012-07-01,60615,59813,auto,4.686372042815569,72,29442,True,0.16,AP20127-3-41
2295,hispanic/latino,female,2013-10-01,60623,79873,home,6.041513681828002,360,467738,True,0.09,AP201310-1-21
2296,hispanic/latino,male,2015-07-01,60626,91771,home,0.8589158268797444,180,769115,False,0.13,AP20157-3-25
2297,black,female,2015-05-01,60615,62876,home,4.816029773676721,360,478730,False,0.12,AP20155-2-46
2298,white,female,2017-04-01,60625,3213,personal,9.546196735171984,60,701,False,0.9,AP20174-0-80
2299,black,male,2012-07-01,60623,45112,home,2.734110106936093,180,325746,False,0.16,AP20127-3-3
2300,white,female,2017-10-01,60623,28602,personal,4.867396299066911,60,1179,False,1.15,AP201710-3-29
2301,black,male,2018-04-01,60623,25770,auto,6.239288521434769,60,30298,False,1.69,AP20184-3-85
2302,hispanic/latino,female,2018-12-01,60623,62479,home,5.690021019595514,360,503644,True,2.27,AP201812-3-7
2303,white,male,2011-02-01,60626,57670,home,3.0916584974506756,300,364303,False,0.16,AP20112-2-19
2304,hispanic/latino,female,2013-09-01,60623,17236,auto,4.2653539227969315,84,8020,False,0.08,AP20139-0-70
2305,black,female,2018-02-01,60623,14817,personal,10.37295343786419,18,3113,False,1.42,AP20182-0-41
2306,other,male,2012-05-01,60614,51106,home,4.3397479004689075,360,321923,True,0.16,AP20125-3-48
2307,other,male,2016-08-01,60625,2991,personal,7.668826991587743,24,256,False,0.4,AP20168-3-0
